世代,個体No,実値,適応度, 係数0, 係数1, 係数2, 係数3, 係数4, 係数5, 係数6, 係数7, 係数8, 係数9
6565,51,8.000,80.000,0.43,0.78,0.27,0.17,0.20,0.58,0.71,0.04,0.62,0.93
6566,17,3.000,30.000,0.17,0.85,0.42,0.90,0.40,0.56,0.33,0.13,0.27,0.27
6567,31,6.000,60.000,0.32,0.77,0.16,0.62,0.24,0.95,0.38,0.57,0.67,0.12
6568,35,8.000,80.000,0.08,0.29,0.35,0.02,0.27,0.65,0.76,0.58,0.83,0.55
6569,34,6.000,60.000,0.36,0.97,0.10,0.96,0.42,0.92,0.55,0.65,0.91,0.43
6570,1,6.000,60.000,0.22,0.13,0.20,0.39,0.67,0.78,0.78,0.10,0.61,0.26
6571,89,8.000,80.000,0.19,0.90,0.08,0.02,0.35,0.73,0.15,0.49,0.78,0.62
6572,25,3.000,30.000,0.02,0.29,0.15,0.08,0.62,0.62,0.05,0.13,0.23,0.99
6573,32,3.000,30.000,0.07,0.47,0.34,0.38,0.25,0.74,0.83,0.97,0.27,0.56
6574,41,6.000,60.000,0.48,0.71,0.25,0.40,0.77,0.81,0.99,0.23,0.81,0.17
6575,1,8.000,80.000,0.43,0.89,0.17,0.39,0.07,0.58,0.31,0.37,0.69,0.53
6576,8,8.000,80.000,0.08,0.82,0.25,0.86,0.17,0.85,0.95,0.20,0.95,0.54
6577,7,6.000,60.000,0.41,0.87,0.33,0.56,0.15,0.62,0.99,0.40,0.55,0.38
6578,3,3.000,30.000,0.48,0.39,0.36,0.12,0.34,0.88,0.39,0.84,0.47,0.40
6579,30,3.000,30.000,0.08,0.43,0.32,0.41,0.13,0.74,0.55,0.95,0.22,0.29
6580,46,8.000,80.000,0.04,0.87,0.39,0.14,0.74,0.58,0.43,0.17,0.82,0.88
6581,27,6.000,60.000,0.20,0.11,0.41,0.73,0.11,0.89,0.60,0.93,0.52,0.16
6582,42,8.000,80.000,0.38,0.45,0.13,0.34,0.44,0.63,0.42,0.87,0.98,0.88
6583,1,3.000,30.000,0.43,0.92,0.45,0.97,0.75,0.88,0.82,0.28,0.17,0.22
6584,7,4.000,40.000,0.17,0.75,0.30,0.76,1.00,0.04,0.51,0.84,0.49,1.00
6585,51,8.000,80.000,0.45,0.66,0.46,0.82,0.27,0.93,0.54,0.54,0.72,0.97
6586,6,4.000,40.000,0.17,0.54,0.16,0.61,0.77,0.33,0.52,0.04,0.10,0.62
6587,19,0.000,0.000,0.41,0.93,0.98,0.36,0.14,0.86,0.46,0.54,0.53,0.71
6588,8,6.000,60.000,0.41,0.35,0.17,0.48,0.82,0.61,0.40,0.80,0.70,0.36
6589,32,8.000,80.000,0.11,0.80,0.01,0.59,0.03,0.88,0.65,0.58,0.62,0.54
6590,13,3.000,30.000,0.30,0.82,0.24,0.06,0.20,0.93,0.99,0.12,0.15,0.33
6591,15,8.000,80.000,0.50,0.33,0.11,0.87,0.92,0.56,0.14,0.05,0.99,0.65
6592,56,6.000,60.000,0.34,0.45,0.04,0.90,0.23,0.80,0.22,0.91,0.64,0.03
6593,13,3.000,30.000,0.02,0.28,0.37,0.61,0.77,0.98,0.65,0.85,0.39,0.64
6594,14,6.000,60.000,0.44,0.95,0.16,0.76,0.00,0.78,0.32,0.00,0.91,0.06
6595,91,1.000,10.000,0.67,0.89,0.39,0.01,0.89,0.64,0.98,0.28,0.53,0.23
6596,20,1.000,10.000,0.88,0.83,0.03,0.91,0.98,0.75,0.71,0.38,0.46,0.41
6597,50,6.000,60.000,0.13,0.73,0.32,0.89,0.34,1.00,0.97,0.80,0.60,0.14
6598,25,3.000,30.000,0.33,0.15,0.19,0.76,0.60,0.84,0.47,0.29,0.18,0.47
6599,12,6.000,60.000,0.08,0.92,0.00,0.95,0.35,0.79,0.03,0.60,0.85,0.12
6600,12,6.000,60.000,0.15,0.66,0.05,0.78,0.23,0.87,0.70,0.65,0.68,0.30
6601,88,8.000,80.000,0.10,0.58,0.03,0.42,0.20,0.74,0.13,0.15,0.79,0.65
6602,25,4.000,40.000,0.45,0.17,0.35,0.23,0.98,0.15,0.66,0.79,0.94,0.88
6603,97,8.000,80.000,0.33,0.85,0.22,0.77,0.25,0.79,0.79,0.69,0.50,0.58
6604,54,8.000,80.000,0.20,0.82,0.43,0.95,0.47,0.99,0.66,0.94,0.79,0.58
6605,10,6.000,60.000,0.41,0.29,0.46,0.58,0.78,0.55,0.92,0.13,0.60,0.24
6606,33,8.000,80.000,0.28,0.37,0.42,0.66,0.62,0.61,0.51,0.57,0.50,0.73
6607,82,4.000,40.000,0.23,0.17,0.44,0.93,0.18,0.30,0.90,0.79,0.42,0.79
6608,46,3.000,30.000,0.43,0.67,0.46,0.28,0.27,0.61,0.14,0.29,0.34,0.79
6609,99,8.000,80.000,0.15,0.24,0.25,0.08,0.13,0.73,0.64,0.43,0.52,0.85
6610,16,8.000,80.000,0.08,0.68,0.33,0.85,0.16,0.73,0.41,0.30,0.99,0.53
6611,9,6.000,60.000,0.43,0.82,0.25,0.11,0.92,0.51,0.25,0.78,0.75,0.01
6612,14,1.000,10.000,0.11,0.87,0.83,0.42,0.10,0.36,0.22,0.22,0.72,0.92
6613,51,4.000,40.000,0.07,0.74,0.33,0.98,0.98,0.33,0.51,0.02,0.19,0.95
6614,16,4.000,40.000,0.32,0.26,0.03,0.60,0.57,0.09,0.54,0.02,0.87,0.94
6615,31,8.000,80.000,0.14,0.46,0.12,0.05,0.14,0.57,0.51,0.92,0.79,0.50
6616,9,6.000,60.000,0.39,0.25,0.35,0.43,0.10,0.51,0.29,0.66,0.96,0.21
6617,21,6.000,60.000,0.48,0.80,0.06,0.36,0.04,0.84,0.50,0.77,0.90,0.16
6618,94,8.000,80.000,0.15,0.63,0.16,0.75,0.30,0.98,0.22,0.81,0.54,0.84
6619,33,3.000,30.000,0.10,0.07,0.02,0.11,0.37,0.66,0.28,0.35,0.10,0.78
6620,58,3.000,30.000,0.22,0.96,0.87,0.26,0.20,0.12,0.94,0.78,0.99,0.70
6621,28,3.000,30.000,0.31,0.21,0.31,0.97,0.36,0.81,0.11,0.73,0.49,0.10
6622,86,6.000,60.000,0.12,0.86,0.07,0.19,0.68,0.90,0.64,0.42,0.57,0.39
6623,42,4.000,40.000,0.05,0.68,0.44,0.79,0.47,0.37,0.76,0.89,0.44,0.60
6624,26,8.000,80.000,0.32,0.26,0.40,0.50,0.73,0.58,0.11,0.75,0.87,0.71
6625,63,3.000,30.000,0.02,0.55,0.43,0.84,0.65,0.75,0.54,0.34,0.29,0.02
6626,22,8.000,80.000,0.35,0.21,0.41,0.56,0.96,0.81,0.39,0.55,0.52,0.83
6627,24,1.000,10.000,0.07,0.92,0.09,0.35,0.48,0.38,0.27,0.25,0.75,0.12
6628,44,4.000,40.000,0.31,0.98,0.15,0.78,0.76,0.46,0.68,0.74,0.04,0.76
6629,41,3.000,30.000,0.13,0.42,0.47,0.33,0.45,0.59,0.29,0.04,0.11,0.17
6630,6,8.000,80.000,0.18,0.93,0.37,0.05,0.36,0.85,0.54,0.12,0.94,0.62
6631,35,3.000,30.000,0.14,0.73,0.75,0.84,0.88,0.16,0.68,0.79,0.89,0.54
6632,46,6.000,60.000,0.29,0.92,0.19,0.43,0.08,0.54,0.15,0.34,0.81,0.40
6633,8,8.000,80.000,0.38,0.68,0.43,0.28,0.71,0.57,0.80,0.27,0.73,0.73
6634,48,3.000,30.000,0.07,0.16,0.26,0.04,0.82,0.88,0.29,0.72,0.43,0.46
6635,95,4.000,40.000,0.07,0.43,0.07,0.77,0.48,0.03,0.84,0.21,0.25,0.85
6636,50,8.000,80.000,0.05,0.72,0.27,0.42,0.51,0.63,0.68,0.98,0.54,0.72
6637,55,6.000,60.000,0.24,0.74,0.11,0.57,0.70,0.87,0.45,0.19,0.76,0.02
6638,2,3.000,30.000,0.30,0.34,0.60,0.28,0.05,0.39,0.82,0.13,0.05,0.74
6639,31,6.000,60.000,0.27,0.74,0.05,0.06,0.09,0.96,0.88,0.31,0.95,0.36
6640,14,3.000,30.000,0.03,0.03,0.95,0.07,0.49,0.28,0.93,0.46,0.89,0.69
6641,49,1.000,10.000,0.36,0.22,0.30,0.34,0.21,0.43,0.47,0.25,0.41,0.96
6642,73,8.000,80.000,0.06,0.96,0.40,0.87,0.07,0.82,0.29,0.39,0.55,0.67
6643,1,8.000,80.000,0.18,0.50,0.47,0.98,0.53,0.72,0.63,0.08,0.57,0.79
6644,37,4.000,40.000,0.16,0.83,0.21,0.33,0.40,0.05,0.96,0.18,0.06,0.84
6645,51,1.000,10.000,0.82,0.71,0.50,0.89,0.10,0.54,0.39,0.67,0.29,0.07
6646,58,8.000,80.000,0.32,0.92,0.35,0.74,0.88,0.93,0.83,0.07,0.80,0.57
6647,19,8.000,80.000,0.31,0.25,0.47,0.83,0.87,0.93,0.54,0.75,0.93,0.56
6648,26,4.000,40.000,0.48,0.48,0.21,0.46,0.52,0.41,0.89,0.00,0.05,0.92
6649,76,4.000,40.000,0.23,0.46,0.34,0.81,0.13,0.02,0.61,0.19,0.59,0.83
6650,67,4.000,40.000,0.00,0.17,0.16,0.34,0.20,0.40,0.53,0.44,0.88,0.98
6651,65,3.000,30.000,0.33,0.08,0.32,0.94,0.49,0.58,0.82,0.89,0.09,0.97
6652,59,8.000,80.000,0.29,0.62,0.42,0.48,0.13,0.71,0.81,0.93,0.76,0.57
6653,22,6.000,60.000,0.14,0.90,0.04,0.90,0.44,0.65,0.11,0.02,0.78,0.38
6654,12,6.000,60.000,0.15,0.05,0.35,0.12,0.25,0.83,0.14,0.76,0.57,0.06
6655,76,8.000,80.000,0.28,0.06,0.15,1.00,0.04,0.76,0.53,0.55,1.00,0.90
6656,19,3.000,30.000,0.02,0.14,0.17,0.62,0.65,0.99,0.39,0.75,0.01,0.08
6657,64,8.000,80.000,0.00,0.10,0.07,0.79,0.99,0.64,0.62,0.67,0.79,0.73
6658,28,8.000,80.000,0.03,0.22,0.42,0.19,0.31,0.86,0.90,0.74,0.87,0.63
6659,37,8.000,80.000,0.01,0.38,0.08,0.30,0.33,0.87,0.95,0.22,0.55,0.88
6660,60,8.000,80.000,0.37,0.57,0.05,0.64,0.48,0.78,0.50,0.82,0.72,0.72
6661,14,1.000,10.000,0.54,0.84,0.25,0.22,0.81,0.73,0.02,0.94,0.18,0.45
6662,42,8.000,80.000,0.09,0.78,0.29,0.70,0.36,0.52,0.22,0.29,0.79,0.80
6663,5,1.000,10.000,0.55,0.52,0.27,0.31,0.14,0.80,0.63,0.81,0.84,0.30
6664,76,6.000,60.000,0.13,0.10,0.35,0.29,0.45,0.98,0.47,0.55,0.87,0.17
6665,52,6.000,60.000,0.18,0.14,0.15,0.83,0.32,0.92,0.88,0.67,0.72,0.34
6666,86,4.000,40.000,0.48,0.12,0.19,0.09,0.18,0.21,0.91,0.83,0.86,0.90
6667,63,6.000,60.000,0.32,0.41,0.28,0.05,0.12,0.67,0.28,0.47,0.95,0.19
6668,86,6.000,60.000,0.31,0.45,0.32,0.23,0.61,0.70,0.14,0.38,0.69,0.01
6669,9,8.000,80.000,0.19,0.95,0.46,0.16,0.03,0.89,0.38,0.92,0.58,0.65
6670,48,4.000,40.000,0.22,0.21,0.22,0.60,0.52,0.39,0.87,0.16,0.31,0.84
6671,21,3.000,30.000,0.07,0.81,0.46,0.85,0.37,0.85,0.45,0.87,0.10,0.83
6672,46,3.000,30.000,0.43,0.09,0.16,0.83,0.52,0.56,0.19,0.84,0.05,0.28
6673,52,8.000,80.000,0.18,0.87,0.22,0.99,0.84,0.58,0.26,0.98,0.85,0.76
6674,48,8.000,80.000,0.26,0.95,0.07,0.64,0.04,0.81,0.50,0.41,0.82,0.84
6675,24,6.000,60.000,0.30,0.44,0.38,0.51,0.60,0.63,0.72,0.73,0.65,0.37
6676,82,8.000,80.000,0.41,0.03,0.27,0.89,0.57,0.61,0.81,0.17,0.55,0.80
6677,31,4.000,40.000,0.40,0.15,0.00,0.91,0.14,0.04,0.74,0.97,0.97,0.97
6678,11,1.000,10.000,0.99,0.99,0.26,0.10,0.51,0.52,0.32,0.52,0.78,0.37
6679,10,6.000,60.000,0.41,0.56,0.06,0.38,0.73,0.88,0.47,0.50,0.97,0.19
6680,4,6.000,60.000,0.16,0.18,0.47,0.69,0.02,0.71,0.11,0.38,0.98,0.21
6681,50,8.000,80.000,0.44,0.47,0.45,0.14,0.68,0.99,0.31,0.07,0.97,0.91
6682,40,6.000,60.000,0.49,0.27,0.11,0.53,0.72,0.80,0.61,0.11,0.94,0.34
6683,59,3.000,30.000,0.28,0.15,0.25,0.74,0.80,0.59,0.36,0.09,0.27,0.73
6684,11,4.000,40.000,0.11,0.30,0.30,0.03,0.38,0.38,0.97,0.58,0.07,0.51
6685,67,1.000,10.000,0.12,0.48,0.92,0.51,0.93,0.20,0.04,0.04,0.48,0.51
6686,83,6.000,60.000,0.12,0.58,0.30,0.70,0.76,0.68,0.73,0.55,0.92,0.18
6687,95,8.000,80.000,0.20,0.68,0.45,0.89,0.95,0.90,0.62,0.39,0.88,0.85
6688,69,8.000,80.000,0.45,1.00,0.09,0.37,0.89,0.55,0.77,0.84,0.66,0.89
6689,93,3.000,30.000,0.00,0.93,0.48,0.63,0.56,0.86,0.63,0.90,0.29,0.67
6690,17,6.000,60.000,0.16,0.72,0.05,0.73,0.81,0.93,0.01,0.91,0.80,0.06
6691,54,4.000,40.000,0.43,0.49,0.46,0.54,0.17,0.46,0.64,0.33,0.36,0.94
6692,58,4.000,40.000,0.34,0.47,0.13,0.91,0.35,0.06,0.88,0.70,0.57,0.90
6693,40,3.000,30.000,0.33,0.27,0.11,0.96,0.29,0.65,0.20,0.60,0.21,0.59
6694,52,3.000,30.000,0.17,0.84,0.48,0.25,0.36,0.63,0.49,0.27,0.46,0.86
6695,43,3.000,30.000,0.43,0.38,0.59,0.89,0.25,0.46,0.70,0.35,0.02,0.90
6696,2,4.000,40.000,0.04,0.38,0.10,0.82,0.13,0.16,0.74,0.21,0.98,0.96
6697,50,6.000,60.000,0.05,0.75,0.30,0.89,0.75,0.66,0.21,0.01,0.80,0.06
6698,4,1.000,10.000,0.28,0.83,0.50,0.62,0.92,0.29,0.28,0.17,0.25,0.34
6699,86,3.000,30.000,0.42,0.01,0.87,0.21,0.51,0.42,0.58,0.30,0.96,0.96
6700,33,3.000,30.000,0.28,0.80,0.05,0.25,0.40,0.67,0.66,0.37,0.18,0.90
6701,41,8.000,80.000,0.16,0.72,0.22,0.60,0.20,0.63,0.18,0.68,0.69,0.87
6702,21,6.000,60.000,0.00,0.45,0.18,0.68,0.02,0.79,0.28,0.06,0.73,0.19
6703,37,8.000,80.000,0.07,0.51,0.11,0.85,0.62,0.50,0.19,0.34,0.86,0.65
6704,86,8.000,80.000,0.23,0.75,0.31,0.98,0.36,0.53,0.82,0.50,0.57,0.64
6705,22,8.000,80.000,0.49,0.89,0.08,0.14,0.41,0.59,0.80,0.30,0.50,0.59
6706,96,8.000,80.000,0.36,0.94,0.27,0.47,0.58,0.76,0.71,0.03,0.75,0.60
6707,85,3.000,30.000,0.02,0.62,0.21,0.72,0.32,0.78,0.58,0.94,0.13,0.44
6708,15,8.000,80.000,0.08,0.09,0.36,0.15,0.77,0.99,0.05,0.33,0.85,0.51
6709,25,4.000,40.000,0.21,0.70,0.21,0.69,0.98,0.34,0.96,0.04,0.62,0.75
6710,28,1.000,10.000,0.61,0.92,0.35,0.18,0.48,0.51,0.92,0.41,0.43,0.91
6711,39,3.000,30.000,0.33,0.13,0.03,0.40,0.56,0.56,0.44,0.30,0.17,0.44
6712,43,8.000,80.000,0.46,0.79,0.31,0.95,0.38,0.72,0.14,0.73,0.82,0.94
6713,48,8.000,80.000,0.14,0.14,0.44,0.80,0.25,0.72,0.25,0.96,1.00,0.66
6714,24,8.000,80.000,0.33,0.92,0.35,0.61,0.90,0.98,0.08,0.80,0.64,0.67
6715,43,8.000,80.000,0.36,0.53,0.18,0.71,0.40,0.99,0.46,0.79,0.99,0.74
6716,65,8.000,80.000,0.17,0.59,0.24,0.72,0.51,0.93,0.52,0.52,0.78,0.98
6717,17,6.000,60.000,0.21,0.60,0.13,1.00,0.23,0.70,0.49,0.77,0.69,0.12
6718,2,8.000,80.000,0.11,0.82,0.10,0.06,0.36,0.71,0.47,0.87,0.83,0.61
6719,39,8.000,80.000,0.25,1.00,0.36,0.86,0.42,0.57,0.57,0.90,0.56,0.65
6720,9,8.000,80.000,0.26,0.67,0.12,0.13,0.84,0.62,0.63,0.94,0.81,0.81
6721,92,6.000,60.000,0.08,0.23,0.40,0.94,0.44,0.76,0.27,0.59,0.97,0.24
6722,24,8.000,80.000,0.37,0.08,0.45,0.18,0.36,0.57,0.39,0.27,0.61,0.93
6723,76,6.000,60.000,0.03,0.40,0.06,0.77,0.16,0.87,0.13,0.11,0.66,0.46
6724,78,3.000,30.000,0.18,0.08,0.28,0.35,0.31,0.98,0.52,0.39,0.22,0.38
6725,7,6.000,60.000,0.31,0.79,0.23,0.75,0.90,0.95,0.07,0.22,0.74,0.37
6726,9,4.000,40.000,0.08,0.46,0.33,0.93,0.22,0.49,0.50,0.92,0.67,0.88
6727,6,8.000,80.000,0.34,0.01,0.01,0.32,0.47,0.63,0.21,0.17,0.68,0.84
6728,28,8.000,80.000,0.08,0.23,0.12,0.97,0.40,0.79,0.58,0.57,0.97,0.74
6729,30,6.000,60.000,0.28,0.71,0.48,0.94,0.37,0.92,0.24,0.54,0.91,0.41
6730,73,6.000,60.000,0.39,0.46,0.29,0.20,0.55,0.65,0.94,0.60,0.56,0.00
6731,51,3.000,30.000,0.32,0.32,0.62,0.29,0.80,0.25,0.65,0.73,0.45,0.56
6732,13,3.000,30.000,0.27,0.05,0.71,0.17,0.64,0.41,0.57,0.82,0.42,0.79
6733,37,4.000,40.000,0.21,0.55,0.16,0.19,0.36,0.20,0.86,0.01,0.75,0.73
6734,59,8.000,80.000,0.29,0.68,0.48,0.49,0.06,0.87,0.35,0.39,0.71,0.99
6735,36,8.000,80.000,0.29,0.46,0.01,0.70,0.25,0.86,0.55,0.15,0.94,0.70
6736,68,6.000,60.000,0.37,0.22,0.09,0.16,0.96,0.59,0.44,0.39,0.75,0.19
6737,46,8.000,80.000,0.15,0.41,0.13,0.50,0.75,0.59,0.93,0.36,0.89,0.83
6738,44,6.000,60.000,0.01,0.56,0.15,0.01,0.04,0.96,0.44,0.92,0.90,0.05
6739,35,8.000,80.000,0.31,0.32,0.20,0.48,0.38,0.77,0.30,0.07,0.51,0.74
6740,99,8.000,80.000,0.29,0.81,0.16,0.99,0.16,0.57,0.75,0.05,0.88,0.77
6741,47,8.000,80.000,0.12,0.34,0.08,0.41,0.80,0.56,0.47,0.23,0.51,0.61
6742,76,8.000,80.000,0.01,0.28,0.10,0.83,0.01,0.64,0.57,0.02,0.57,0.71
6743,1,6.000,60.000,0.34,0.19,0.10,0.59,0.10,0.53,0.06,0.52,0.93,0.17
6744,64,6.000,60.000,0.35,0.68,0.05,0.94,0.30,0.58,0.21,0.66,0.90,0.26
6745,89,8.000,80.000,0.26,0.22,0.32,0.52,0.75,0.59,0.68,0.12,0.96,0.80
6746,23,3.000,30.000,0.38,0.02,0.45,0.24,0.96,0.61,0.95,0.86,0.29,0.13
6747,41,8.000,80.000,0.12,0.99,0.50,0.13,0.50,0.63,0.09,0.47,0.87,0.89
6748,50,6.000,60.000,0.30,0.30,0.19,0.70,0.90,0.78,0.58,0.08,0.52,0.40
6749,8,8.000,80.000,0.45,0.39,0.06,0.15,0.67,0.72,0.08,0.90,0.69,0.92
6750,20,6.000,60.000,0.32,0.03,0.33,0.50,0.74,0.94,0.35,0.35,0.62,0.34
6751,13,8.000,80.000,0.34,0.02,0.45,0.60,0.77,0.62,0.13,0.31,0.73,0.64
6752,78,8.000,80.000,0.47,0.98,0.34,0.40,0.69,0.89,0.08,0.65,0.71,0.93
6753,87,8.000,80.000,0.17,0.58,0.00,1.00,0.36,0.84,0.73,0.60,0.54,0.74
6754,37,3.000,30.000,0.01,0.17,0.58,0.63,0.10,0.28,0.97,0.21,0.72,0.83
6755,11,4.000,40.000,0.43,0.12,0.04,0.25,0.92,0.49,0.72,0.89,0.71,0.85
6756,99,6.000,60.000,0.12,0.33,0.24,0.64,0.07,0.55,0.42,0.52,0.76,0.46
6757,71,8.000,80.000,0.06,0.49,0.18,0.54,0.37,0.53,0.52,0.16,0.65,0.68
6758,98,4.000,40.000,0.40,0.62,0.39,0.56,0.02,0.47,0.52,0.99,0.14,0.84
6759,14,6.000,60.000,0.04,0.47,0.48,0.52,0.34,0.68,0.38,0.02,0.83,0.17
6760,37,4.000,40.000,0.41,0.05,0.12,0.16,0.51,0.26,0.88,0.34,0.66,0.52
6761,46,8.000,80.000,0.25,0.34,0.19,0.84,0.25,0.55,0.52,0.47,0.90,0.69
6762,56,8.000,80.000,0.29,0.71,0.14,0.62,0.32,0.82,0.46,0.13,0.90,0.91
6763,44,8.000,80.000,0.18,0.03,0.35,0.71,0.23,1.00,0.63,0.02,0.56,0.84
6764,4,3.000,30.000,0.12,0.57,0.50,0.38,0.82,0.04,0.99,0.65,0.76,0.85
6765,14,8.000,80.000,0.29,0.75,0.31,0.85,0.84,0.92,0.86,0.02,0.92,0.98
6766,89,8.000,80.000,0.47,0.51,0.07,0.85,0.28,0.65,0.28,0.49,0.51,0.78
6767,33,3.000,30.000,0.10,0.25,0.09,0.40,0.75,0.79,0.02,0.77,0.07,0.03
6768,79,6.000,60.000,0.40,0.24,0.49,0.79,0.71,0.66,0.69,0.65,0.71,0.45
6769,58,4.000,40.000,0.47,0.93,0.31,0.56,0.31,0.07,0.97,0.71,0.01,0.77
6770,2,6.000,60.000,0.19,0.39,0.29,0.21,0.56,0.64,0.43,0.38,0.91,0.22
6771,10,4.000,40.000,0.22,0.58,0.05,0.21,0.81,0.06,0.74,0.06,0.79,0.54
6772,49,1.000,10.000,0.45,0.75,0.07,0.38,0.86,0.35,0.39,0.07,0.22,0.83
6773,96,4.000,40.000,0.33,0.39,0.10,0.81,0.91,0.44,0.94,0.37,0.28,0.80
6774,71,4.000,40.000,0.25,0.10,0.44,0.46,0.69,0.27,0.69,0.10,0.38,0.56
6775,5,6.000,60.000,0.18,0.21,0.40,0.64,0.44,0.61,0.90,0.14,0.80,0.13
6776,9,8.000,80.000,0.33,0.10,0.01,0.14,0.60,0.83,0.43,0.48,0.65,0.55
6777,6,4.000,40.000,0.27,0.32,0.44,0.35,0.95,0.00,0.72,0.50,0.81,1.00
6778,33,3.000,30.000,0.30,0.50,0.36,0.78,0.49,0.66,0.22,0.33,0.19,0.35
6779,41,3.000,30.000,0.22,0.03,0.77,0.80,0.95,0.21,0.65,0.99,0.63,0.55
6780,56,8.000,80.000,0.04,0.60,0.20,0.11,0.88,0.93,0.97,0.78,0.80,0.97
6781,28,6.000,60.000,0.36,0.17,0.43,0.94,0.77,0.76,0.79,0.97,0.73,0.07
6782,44,8.000,80.000,0.15,0.28,0.50,0.95,0.24,0.81,0.49,0.30,0.93,0.94
6783,15,8.000,80.000,0.20,0.52,0.39,0.60,0.61,0.75,0.69,0.68,0.68,0.67
6784,27,3.000,30.000,0.41,0.31,0.46,0.20,0.13,0.90,0.16,0.70,0.47,0.30
6785,21,4.000,40.000,0.07,0.19,0.25,0.50,0.62,0.25,0.66,0.40,0.61,0.52
6786,14,8.000,80.000,0.27,0.18,0.38,0.37,0.22,0.67,0.07,0.75,0.84,0.79
6787,84,8.000,80.000,0.42,0.55,0.26,0.46,0.23,0.55,0.56,0.50,0.95,0.54
6788,11,6.000,60.000,0.15,0.77,0.45,0.80,0.35,0.85,0.81,0.97,0.73,0.48
6789,6,6.000,60.000,0.49,0.45,0.13,0.18,0.23,0.53,0.54,0.66,0.84,0.44
6790,32,6.000,60.000,0.42,0.43,0.23,0.65,0.40,0.65,0.33,0.79,0.57,0.33
6791,21,6.000,60.000,0.23,0.41,0.42,0.99,0.01,0.55,0.80,0.43,0.82,0.08
6792,63,8.000,80.000,0.17,0.14,0.10,0.70,0.52,0.78,0.72,0.30,0.94,0.94
6793,44,8.000,80.000,0.48,0.92,0.37,0.71,0.72,0.97,0.15,0.04,0.75,0.70
6794,90,6.000,60.000,0.11,0.86,0.47,0.01,0.68,0.75,0.29,0.96,0.62,0.10
6795,13,3.000,30.000,0.49,0.22,0.53,0.88,0.60,0.39,0.98,0.56,0.71,0.84
6796,24,4.000,40.000,0.02,0.22,0.40,0.66,0.39,0.35,0.97,0.30,0.81,0.58
6797,20,6.000,60.000,0.49,0.48,0.37,0.44,0.44,0.97,0.02,0.97,0.95,0.29
6798,42,8.000,80.000,0.17,0.21,0.47,0.34,0.16,0.85,0.40,0.95,0.69,0.55
6799,95,8.000,80.000,0.01,0.73,0.08,0.27,0.58,0.78,0.16,0.89,0.60,0.64
6800,87,8.000,80.000,0.15,0.15,0.47,0.68,0.94,0.73,0.70,0.90,0.82,0.50
6801,99,8.000,80.000,0.28,0.13,0.20,0.72,0.03,0.79,0.68,0.48,0.56,0.81
6802,90,8.000,80.000,0.10,0.29,0.42,0.80,0.54,0.85,0.91,0.81,0.69,0.54
6803,49,8.000,80.000,0.41,0.54,0.07,0.05,0.09,0.94,0.24,0.34,0.53,0.56
6804,28,6.000,60.000,0.27,0.37,0.11,0.06,0.80,0.80,0.32,0.06,0.76,0.29
6805,68,8.000,80.000,0.04,0.83,0.46,0.77,0.11,0.78,0.33,0.52,0.82,0.65
6806,10,4.000,40.000,0.20,0.01,0.41,0.14,0.80,0.01,0.83,0.88,0.23,0.90
6807,67,8.000,80.000,0.09,0.26,0.48,0.16,0.48,0.73,0.90,0.94,0.80,0.97
6808,57,6.000,60.000,0.07,0.51,0.29,0.72,0.05,0.91,0.92,0.47,0.63,0.11
6809,14,1.000,10.000,0.95,0.52,0.11,0.72,0.65,0.96,0.18,0.92,0.34,0.58
6810,79,3.000,30.000,0.05,0.99,0.55,0.72,0.16,0.29,0.96,0.27,0.86,0.96
6811,99,8.000,80.000,0.24,0.24,0.16,0.69,0.66,0.76,0.07,0.31,0.78,0.63
6812,31,6.000,60.000,0.27,0.05,0.45,0.53,0.36,0.88,0.44,0.24,0.95,0.04
6813,66,8.000,80.000,0.46,0.82,0.40,0.79,0.41,0.99,0.61,0.05,0.74,0.59
6814,77,4.000,40.000,0.05,0.19,0.26,0.11,0.43,0.12,0.59,0.01,0.16,0.76
6815,2,4.000,40.000,0.03,0.43,0.47,0.36,0.25,0.11,0.64,0.74,0.76,0.82
6816,77,6.000,60.000,0.23,0.37,0.25,0.58,0.28,0.90,0.07,0.89,0.80,0.22
6817,61,8.000,80.000,0.36,0.63,0.35,0.01,0.34,0.50,0.89,0.07,0.99,0.80
6818,87,8.000,80.000,0.19,0.75,0.10,0.01,0.75,0.82,0.30,0.39,0.80,0.79
6819,85,8.000,80.000,0.46,0.70,0.39,0.04,0.49,0.89,0.11,0.65,0.64,0.75
6820,63,8.000,80.000,0.29,0.86,0.35,0.41,0.15,0.70,0.42,0.06,0.67,0.83
6821,16,3.000,30.000,0.23,0.71,0.82,0.86,0.56,0.19,0.63,0.84,0.84,0.75
6822,60,8.000,80.000,0.03,0.60,0.12,0.81,0.81,0.68,1.00,0.80,0.79,0.68
6823,72,1.000,10.000,0.30,0.37,0.36,0.43,0.13,0.38,0.34,0.03,0.64,0.82
6824,23,6.000,60.000,0.49,0.51,0.11,0.97,0.80,0.98,0.68,0.64,0.84,0.45
6825,53,8.000,80.000,0.30,0.63,0.43,0.50,0.47,0.85,0.59,0.64,0.83,0.72
6826,46,8.000,80.000,0.46,0.47,0.04,0.49,0.42,0.51,0.53,0.58,0.64,0.62
